title	text	path
Sangsih	sangsih	https://dictionary.basabali.org/Sangsih
Sangu	sangu	https://dictionary.basabali.org/Sangu
Sangut	sangut	https://dictionary.basabali.org/Sangut
Saniscara	saniscara	https://dictionary.basabali.org/Saniscara
Sanja	sanja	https://dictionary.basabali.org/Sanja
Sanjanne	sanjanne	https://dictionary.basabali.org/Sanjanne
Santen	santen	https://dictionary.basabali.org/Santen
Santen kane	santen kane	https://dictionary.basabali.org/Santen_kane
Santep	santep	https://dictionary.basabali.org/Santep
Santet	santet	https://dictionary.basabali.org/Santet
Santi	santi	https://dictionary.basabali.org/Santi
Santukan	santukan	https://dictionary.basabali.org/Santukan
Santun	santun	https://dictionary.basabali.org/Santun
Sané lintang	sané lintang	https://dictionary.basabali.org/San%C3%A9_lintang
Sapa	sapa	https://dictionary.basabali.org/Sapa
Sapaha	sapaha	https://dictionary.basabali.org/Sapaha
Sapangrauh	sapangrauh	https://dictionary.basabali.org/Sapangrauh
Saparadeg	saparadeg	https://dictionary.basabali.org/Saparadeg
Saparo	saparo	https://dictionary.basabali.org/Saparo
Sapasira	sapasira	https://dictionary.basabali.org/Sapasira
Sapatutne	sapatutne	https://dictionary.basabali.org/Sapatutne
Sapatutné	sapatutné	https://dictionary.basabali.org/Sapatutn%C3%A9
Sapenawang	sapenawang	https://dictionary.basabali.org/Sapenawang
Saperapat	saperapat	https://dictionary.basabali.org/Saperapat
Sapidol	sapidol	https://dictionary.basabali.org/Sapidol
Sapih	sapih	https://dictionary.basabali.org/Sapih
Sapisana	sapisana	https://dictionary.basabali.org/Sapisana
Saplok	saplok	https://dictionary.basabali.org/Saplok
Saprapat	saprapat	https://dictionary.basabali.org/Saprapat
Sapsap	sapsap	https://dictionary.basabali.org/Sapsap
Sapta	sapta	https://dictionary.basabali.org/Sapta
Saptawara	saptawara	https://dictionary.basabali.org/Saptawara
Sapu	sapu	https://dictionary.basabali.org/Sapu
Sapuh	sapuh	https://dictionary.basabali.org/Sapuh
Sapunapi	sapunapi	https://dictionary.basabali.org/Sapunapi
Sapunapiang	sapunapiang	https://dictionary.basabali.org/Sapunapiang
Sapunika	sapunika	https://dictionary.basabali.org/Sapunika
Sapuniki	sapuniki	https://dictionary.basabali.org/Sapuniki
Sapurai	sapurai	https://dictionary.basabali.org/Sapurai
Saput	saput	https://dictionary.basabali.org/Saput
Sarab	sarab	https://dictionary.basabali.org/Sarab
Sarad	sarad	https://dictionary.basabali.org/Sarad
Saradula	saradula	https://dictionary.basabali.org/Saradula
Sarag-sirig	sarag-sirig	https://dictionary.basabali.org/Sarag-sirig
Sarah	sarah	https://dictionary.basabali.org/Sarah
Sarahina	sarahina	https://dictionary.basabali.org/Sarahina
Sarana	sarana	https://dictionary.basabali.org/Sarana
Sarang	sarang	https://dictionary.basabali.org/Sarang
Sarani	sarani	https://dictionary.basabali.org/Sarani
Sarap	sarap	https://dictionary.basabali.org/Sarap
Sarapa	sarapa	https://dictionary.basabali.org/Sarapa
Saraswati	saraswati	https://dictionary.basabali.org/Saraswati
Sarat	sarat	https://dictionary.basabali.org/Sarat
Saratang	saratang	https://dictionary.basabali.org/Saratang
Sareng	sareng	https://dictionary.basabali.org/Sareng
Sareng-sareng	sareng-sareng	https://dictionary.basabali.org/Sareng-sareng
Sarengang	sarengang	https://dictionary.basabali.org/Sarengang
Sarenganga	sarenganga	https://dictionary.basabali.org/Sarenganga
Sarengin	sarengin	https://dictionary.basabali.org/Sarengin
Sarengina	sarengina	https://dictionary.basabali.org/Sarengina
Sarga	sarga	https://dictionary.basabali.org/Sarga
Sargah	sargah	https://dictionary.basabali.org/Sargah
Sari	sari	https://dictionary.basabali.org/Sari
Sari-sari	sari-sari	https://dictionary.basabali.org/Sari-sari
Sarik	sarik	https://dictionary.basabali.org/Sarik
Saring	saring	https://dictionary.basabali.org/Saring
Saringan	saringan	https://dictionary.basabali.org/Saringan
Sarinin	sarinin	https://dictionary.basabali.org/Sarinin
Sarira	sarira	https://dictionary.basabali.org/Sarira
Sarisi	sarisi	https://dictionary.basabali.org/Sarisi
Sarma	sarma	https://dictionary.basabali.org/Sarma
Saron	saron	https://dictionary.basabali.org/Saron
Sarpa	sarpa	https://dictionary.basabali.org/Sarpa
Saru	saru	https://dictionary.basabali.org/Saru
Saru mua	saru mua	https://dictionary.basabali.org/Saru_mua
Saruang	saruang	https://dictionary.basabali.org/Saruang
Saruanga	saruanga	https://dictionary.basabali.org/Saruanga
Sarumuane	sarumuane	https://dictionary.basabali.org/Sarumuane
Sarung	sarung	https://dictionary.basabali.org/Sarung
Saruputan	saruputan	https://dictionary.basabali.org/Saruputan
Saruron	saruron	https://dictionary.basabali.org/Saruron
Sarwa	sarwa	https://dictionary.basabali.org/Sarwa
Sarwa baksa	sarwa baksa	https://dictionary.basabali.org/Sarwa_baksa
Sarwa bawa	sarwa bawa	https://dictionary.basabali.org/Sarwa_bawa
Sarwi	sarwi	https://dictionary.basabali.org/Sarwi
Sasa	sasa	https://dictionary.basabali.org/Sasa
Sasab	sasab	https://dictionary.basabali.org/Sasab
Sasabet	sasabet	https://dictionary.basabali.org/Sasabet
Sasad	sasad	https://dictionary.basabali.org/Sasad
Sasadara	sasadara	https://dictionary.basabali.org/Sasadara
Sasaga	sasaga	https://dictionary.basabali.org/Sasaga
Sasah	sasah	https://dictionary.basabali.org/Sasah
Sasak	sasak	https://dictionary.basabali.org/Sasak
Sasaka	sasaka	https://dictionary.basabali.org/Sasaka
Sasampun	sasampun	https://dictionary.basabali.org/Sasampun
Sasangka Karta	sasangka karta	https://dictionary.basabali.org/Sasangka_Karta
Sasangka Roma	sasangka roma	https://dictionary.basabali.org/Sasangka_Roma
Sasapa	sasapa	https://dictionary.basabali.org/Sasapa
Sasapang	sasapang	https://dictionary.basabali.org/Sasapang
Sasapian	sasapian	https://dictionary.basabali.org/Sasapian
Sasar	sasar	https://dictionary.basabali.org/Sasar
Sasarang	sasarang	https://dictionary.basabali.org/Sasarang
Sasat	sasat	https://dictionary.basabali.org/Sasat
Sasawangan	sasawangan	https://dictionary.basabali.org/Sasawangan
